amount,transaction_type,location,device_id,transaction_hour,previous_transactions,is_new_device,is_international,fraud
23191.58,WITHDRAWAL,Nashik,DEVICE002,13,16,0,0,0
39979.17,TRANSFER,Chennai,DEVICE006,12,5,1,1,1
2183.7,PAYMENT,Nashik,DEVICE001,6,26,0,0,0
44263.2,PAYMENT,Pune,DEVICE008,9,23,1,0,0
4894.3,WITHDRAWAL,Dhule,DEVICE004,2,19,0,0,1
10177.05,TRANSFER,Delhi,DEVICE001,13,13,0,0,0
37935.12,TRANSFER,Pune,DEVICE008,2,8,0,0,1
30414.33,DEPOSIT,Pune,DEVICE001,9,9,0,0,0
10929.84,PAYMENT,Bangalore,DEVICE007,17,3,1,0,0
17876.74,WITHDRAWAL,Kolkata,DEVICE007,6,9,0,1,0
45426.29,DEPOSIT,Bangalore,DEVICE006,4,8,0,0,1
8405.99,TRANSFER,Hyderabad,DEVICE003,12,26,0,0,0
32267.81,DEPOSIT,Mumbai,DEVICE001,10,27,0,1,0
22173.41,PAYMENT,Pune,DEVICE007,19,8,1,0,0
12084.15,WITHDRAWAL,Dhule,DEVICE005,18,5,0,0,0
31403.73,WITHDRAWAL,Delhi,DEVICE002,21,2,1,0,0
34702.23,TRANSFER,Hyderabad,DEVICE008,11,0,0,0,0
3018.08,WITHDRAWAL,Kolkata,DEVICE008,20,14,0,1,1
45151.36,TRANSFER,Dhule,DEVICE007,2,28,0,0,0
33603.22,TRANSFER,Dhule,DEVICE005,10,23,0,0,0
9193.93,PAYMENT,Ahmedabad,DEVICE007,5,15,0,0,0
34782.45,WITHDRAWAL,Hyderabad,DEVICE001,13,0,0,0,0
29746.35,PAYMENT,Delhi,DEVICE006,16,25,0,1,1
32041.04,WITHDRAWAL,Mumbai,DEVICE007,23,26,1,0,0
29827.87,DEPOSIT,Chennai,DEVICE007,1,11,0,1,1
3609.98,TRANSFER,Dhule,DEVICE002,6,26,0,0,0
44767.84,WITHDRAWAL,Mumbai,DEVICE002,12,1,0,0,0
18101.22,WITHDRAWAL,Delhi,DEVICE007,4,11,0,0,0
16311.5,PAYMENT,Nashik,DEVICE007,19,20,0,1,0
46034.63,WITHDRAWAL,Chennai,DEVICE002,17,1,0,1,1
17399.83,PAYMENT,Ahmedabad,DEVICE007,13,16,0,0,0
45972.85,DEPOSIT,Dhule,DEVICE004,5,30,0,0,0
29086.76,TRANSFER,Chennai,DEVICE008,3,10,0,0,1
28517.52,TRANSFER,Dhule,DEVICE008,11,12,0,0,0
21268.81,PAYMENT,Nashik,DEVICE004,20,24,0,0,0
43637.41,TRANSFER,Nashik,DEVICE006,3,14,0,0,0
39370.25,DEPOSIT,Dhule,DEVICE008,17,21,0,1,1
37963.18,PAYMENT,Ahmedabad,DEVICE003,11,7,0,1,1
48631.81,WITHDRAWAL,Mumbai,DEVICE008,17,20,0,0,0
22609.32,DEPOSIT,Mumbai,DEVICE005,12,4,0,1,0
27896.5,WITHDRAWAL,Kolkata,DEVICE006,2,13,0,1,0
49902.15,WITHDRAWAL,Hyderabad,DEVICE006,12,22,0,0,0
49174.74,DEPOSIT,Bangalore,DEVICE005,2,16,0,0,0
17178.02,TRANSFER,Bangalore,DEVICE001,8,4,0,1,1
9331.87,WITHDRAWAL,Chennai,DEVICE008,10,12,1,0,0
431.51,TRANSFER,Kolkata,DEVICE008,22,15,0,0,0
36610.33,TRANSFER,Chennai,DEVICE005,9,14,0,1,0
47190.61,WITHDRAWAL,Dhule,DEVICE006,8,30,0,0,1
26234.6,PAYMENT,Pune,DEVICE006,19,18,0,1,1
44203.28,TRANSFER,Mumbai,DEVICE004,1,18,0,0,1
47586.51,WITHDRAWAL,Kolkata,DEVICE006,2,25,0,0,0
19278.84,WITHDRAWAL,Pune,DEVICE002,10,14,1,0,1
38214.4,WITHDRAWAL,Dhule,DEVICE002,18,24,0,1,0
30027.39,DEPOSIT,Chennai,DEVICE004,6,27,0,0,0
34394.32,DEPOSIT,Nashik,DEVICE008,15,6,0,0,0
48534.94,DEPOSIT,Bangalore,DEVICE003,20,26,1,0,1
5672.64,WITHDRAWAL,Delhi,DEVICE007,1,12,0,0,0
19450.25,PAYMENT,Dhule,DEVICE007,20,27,1,0,0
27374.85,PAYMENT,Ahmedabad,DEVICE003,18,0,0,0,0
22419.54,PAYMENT,Delhi,DEVICE005,12,14,0,0,0
15235.69,PAYMENT,Pune,DEVICE006,9,6,1,0,0
41690.0,TRANSFER,Hyderabad,DEVICE001,11,20,0,0,0
37284.05,PAYMENT,Hyderabad,DEVICE005,20,15,0,0,0
3088.19,PAYMENT,Pune,DEVICE007,2,27,0,0,0
341.53,TRANSFER,Bangalore,DEVICE002,7,30,0,0,1
38576.23,PAYMENT,Pune,DEVICE002,19,26,0,0,0
12203.1,PAYMENT,Mumbai,DEVICE006,6,25,0,0,0
33933.06,DEPOSIT,Kolkata,DEVICE006,22,23,0,0,0
31171.58,WITHDRAWAL,Hyderabad,DEVICE005,6,1,0,0,0
1945.26,TRANSFER,Pune,DEVICE005,3,22,0,0,0
36786.47,WITHDRAWAL,Kolkata,DEVICE008,16,1,0,1,0
7861.24,DEPOSIT,Pune,DEVICE004,23,12,1,1,0
27611.06,TRANSFER,Hyderabad,DEVICE003,5,5,1,0,1
20870.08,PAYMENT,Hyderabad,DEVICE006,14,23,1,1,0
7520.16,TRANSFER,Hyderabad,DEVICE005,18,12,0,0,0
10838.44,PAYMENT,Pune,DEVICE001,9,27,0,0,0
13684.77,WITHDRAWAL,Nashik,DEVICE003,9,5,1,0,1
7751.97,PAYMENT,Hyderabad,DEVICE008,16,18,0,0,0
41728.22,TRANSFER,Delhi,DEVICE008,13,6,0,1,1
27846.13,TRANSFER,Kolkata,DEVICE001,21,19,0,1,1
8482.42,DEPOSIT,Mumbai,DEVICE005,10,10,0,1,0
13935.6,TRANSFER,Dhule,DEVICE006,14,18,0,0,0
11057.36,DEPOSIT,Bangalore,DEVICE003,6,27,0,0,0
4982.81,PAYMENT,Mumbai,DEVICE001,22,30,1,0,0
33565.33,PAYMENT,Mumbai,DEVICE001,5,18,0,1,0
40250.85,DEPOSIT,Bangalore,DEVICE003,13,7,0,0,1
23328.91,PAYMENT,Kolkata,DEVICE004,19,10,0,0,0
19219.34,PAYMENT,Nashik,DEVICE005,6,4,1,0,1
19783.85,DEPOSIT,Bangalore,DEVICE006,21,17,0,1,0
1240.44,WITHDRAWAL,Kolkata,DEVICE002,20,19,0,1,0
48721.35,WITHDRAWAL,Bangalore,DEVICE008,17,2,0,0,1
23773.58,PAYMENT,Delhi,DEVICE005,2,30,0,0,0
14272.06,DEPOSIT,Pune,DEVICE004,15,16,0,0,0
15860.8,DEPOSIT,Pune,DEVICE007,21,20,1,0,0
3976.51,TRANSFER,Chennai,DEVICE002,1,29,0,0,1
35414.23,PAYMENT,Nashik,DEVICE002,11,7,0,0,0
11257.57,TRANSFER,Dhule,DEVICE006,5,16,0,0,0
45693.16,WITHDRAWAL,Dhule,DEVICE007,1,8,0,1,1
41910.38,WITHDRAWAL,Kolkata,DEVICE002,11,22,0,0,0
33522.65,PAYMENT,Bangalore,DEVICE003,8,22,0,0,0
21757.91,TRANSFER,Kolkata,DEVICE004,9,20,0,0,0
33887.38,PAYMENT,Nashik,DEVICE007,17,2,0,0,0
46728.9,TRANSFER,Delhi,DEVICE003,23,15,0,0,0
49342.13,DEPOSIT,Kolkata,DEVICE005,1,24,0,0,0
12565.24,TRANSFER,Bangalore,DEVICE006,9,10,0,0,0
11255.44,PAYMENT,Delhi,DEVICE002,12,16,0,0,0
36564.73,WITHDRAWAL,Pune,DEVICE001,19,23,0,0,0
6618.25,WITHDRAWAL,Ahmedabad,DEVICE004,7,3,0,1,1
36201.74,DEPOSIT,Kolkata,DEVICE003,10,10,1,1,0
36448.58,WITHDRAWAL,Nashik,DEVICE007,9,13,1,0,0
6205.07,WITHDRAWAL,Bangalore,DEVICE005,15,1,0,0,0
6213.69,DEPOSIT,Chennai,DEVICE004,21,28,0,0,0
24457.48,TRANSFER,Nashik,DEVICE003,13,4,0,0,0
25118.05,WITHDRAWAL,Hyderabad,DEVICE004,5,0,0,0,0
18128.22,DEPOSIT,Chennai,DEVICE004,14,2,0,0,0
31102.09,DEPOSIT,Delhi,DEVICE002,8,27,1,1,0
20437.7,DEPOSIT,Chennai,DEVICE003,8,19,0,1,0
38786.77,TRANSFER,Ahmedabad,DEVICE007,16,14,0,1,0
23193.2,WITHDRAWAL,Dhule,DEVICE006,9,24,0,0,0
32330.17,DEPOSIT,Pune,DEVICE005,13,10,0,0,0
11369.56,DEPOSIT,Hyderabad,DEVICE007,6,10,0,0,0
32808.11,TRANSFER,Delhi,DEVICE005,21,20,0,0,0
46000.67,DEPOSIT,Mumbai,DEVICE007,3,23,1,0,1
18518.61,DEPOSIT,Dhule,DEVICE003,17,4,1,0,0
17973.44,WITHDRAWAL,Ahmedabad,DEVICE008,19,4,0,0,0
4397.87,WITHDRAWAL,Mumbai,DEVICE008,0,16,1,0,1
9348.6,TRANSFER,Dhule,DEVICE006,17,22,0,0,0
17346.81,DEPOSIT,Chennai,DEVICE002,9,19,0,0,0
33143.24,PAYMENT,Mumbai,DEVICE001,9,19,1,0,0
37873.61,WITHDRAWAL,Chennai,DEVICE008,12,15,0,0,0
25083.92,DEPOSIT,Bangalore,DEVICE001,1,24,0,1,1
40288.98,TRANSFER,Bangalore,DEVICE001,8,26,1,0,1
16874.12,PAYMENT,Mumbai,DEVICE007,18,9,0,0,0
34890.82,WITHDRAWAL,Pune,DEVICE002,16,25,0,0,0
9345.7,PAYMENT,Ahmedabad,DEVICE002,10,20,0,0,1
10584.55,DEPOSIT,Delhi,DEVICE004,13,15,0,0,0
24259.3,DEPOSIT,Kolkata,DEVICE007,7,15,0,0,0
10406.31,DEPOSIT,Bangalore,DEVICE007,0,15,0,1,0
11281.32,DEPOSIT,Delhi,DEVICE005,21,10,0,0,0
46009.44,DEPOSIT,Bangalore,DEVICE008,17,30,0,0,0
5894.0,DEPOSIT,Chennai,DEVICE001,12,30,0,0,0
46772.31,TRANSFER,Ahmedabad,DEVICE006,11,20,1,0,0
31501.48,PAYMENT,Chennai,DEVICE002,3,29,0,0,0
16514.04,PAYMENT,Hyderabad,DEVICE008,23,17,1,0,1
17562.17,WITHDRAWAL,Delhi,DEVICE001,16,0,0,0,0
26382.78,TRANSFER,Kolkata,DEVICE004,17,27,0,0,0
39289.43,DEPOSIT,Ahmedabad,DEVICE003,10,29,0,0,0
37251.18,WITHDRAWAL,Pune,DEVICE004,9,26,0,0,0
36518.58,WITHDRAWAL,Pune,DEVICE006,12,15,1,0,0
47042.14,DEPOSIT,Pune,DEVICE007,9,29,0,0,1
44628.37,PAYMENT,Chennai,DEVICE003,0,19,0,0,1
3548.34,WITHDRAWAL,Ahmedabad,DEVICE008,22,16,0,0,0
26804.83,TRANSFER,Ahmedabad,DEVICE001,13,1,0,0,0
43414.41,PAYMENT,Chennai,DEVICE003,23,3,0,0,1
22612.97,WITHDRAWAL,Mumbai,DEVICE006,13,22,0,0,0
37813.6,WITHDRAWAL,Bangalore,DEVICE002,17,8,0,0,0
12080.33,TRANSFER,Pune,DEVICE004,21,5,0,0,0
41017.92,WITHDRAWAL,Delhi,DEVICE004,2,30,1,0,1
23436.73,PAYMENT,Chennai,DEVICE003,21,26,0,0,0
13973.45,PAYMENT,Dhule,DEVICE008,16,30,0,0,0
28229.85,PAYMENT,Chennai,DEVICE005,7,20,0,0,0
10321.39,PAYMENT,Delhi,DEVICE006,10,17,0,0,0
48940.74,DEPOSIT,Chennai,DEVICE004,17,3,0,1,1
6267.73,PAYMENT,Chennai,DEVICE005,4,19,1,0,1
37103.53,WITHDRAWAL,Ahmedabad,DEVICE004,19,21,0,0,0
36487.59,DEPOSIT,Ahmedabad,DEVICE003,10,26,0,0,0
654.13,DEPOSIT,Pune,DEVICE001,7,7,0,0,0
25870.68,PAYMENT,Pune,DEVICE006,18,14,0,0,0
45679.59,WITHDRAWAL,Nashik,DEVICE007,21,29,0,0,1
36254.18,DEPOSIT,Pune,DEVICE007,1,14,0,0,0
10082.29,TRANSFER,Bangalore,DEVICE001,2,18,0,1,0
29946.52,DEPOSIT,Dhule,DEVICE008,19,1,0,0,0
28858.41,WITHDRAWAL,Hyderabad,DEVICE001,5,5,0,0,0
28257.1,PAYMENT,Ahmedabad,DEVICE008,3,4,0,0,0
2830.44,PAYMENT,Mumbai,DEVICE008,13,13,0,0,0
34264.05,TRANSFER,Kolkata,DEVICE008,20,26,0,0,0
24389.93,PAYMENT,Mumbai,DEVICE001,19,17,1,0,0
9815.71,PAYMENT,Dhule,DEVICE005,6,18,0,0,0
22364.13,TRANSFER,Dhule,DEVICE003,22,27,0,0,0
39488.62,DEPOSIT,Kolkata,DEVICE008,23,14,0,0,0
14236.97,WITHDRAWAL,Mumbai,DEVICE008,13,24,0,0,0
45116.62,TRANSFER,Mumbai,DEVICE003,7,1,0,0,1
47331.03,DEPOSIT,Mumbai,DEVICE006,9,23,0,0,0
24465.99,DEPOSIT,Kolkata,DEVICE007,12,15,1,0,1
15117.96,TRANSFER,Pune,DEVICE001,11,8,1,0,1
47986.89,WITHDRAWAL,Chennai,DEVICE004,2,25,0,1,1
36352.76,WITHDRAWAL,Mumbai,DEVICE008,19,16,0,1,1
26345.57,PAYMENT,Bangalore,DEVICE001,5,15,0,0,0
29149.8,DEPOSIT,Pune,DEVICE001,6,25,0,0,1
19988.42,WITHDRAWAL,Kolkata,DEVICE002,4,12,0,0,0
23581.3,PAYMENT,Mumbai,DEVICE003,21,8,1,0,0
21093.43,DEPOSIT,Bangalore,DEVICE007,19,19,0,1,0
18114.96,DEPOSIT,Chennai,DEVICE007,11,29,0,0,0
41175.01,PAYMENT,Bangalore,DEVICE002,10,12,0,0,0
24408.71,DEPOSIT,Mumbai,DEVICE002,22,3,0,0,0
31688.34,WITHDRAWAL,Kolkata,DEVICE008,0,21,0,0,1
17194.11,PAYMENT,Kolkata,DEVICE005,10,8,0,0,0
45141.86,PAYMENT,Dhule,DEVICE004,1,1,0,1,1
35189.07,WITHDRAWAL,Hyderabad,DEVICE008,14,15,0,0,0
20798.81,PAYMENT,Chennai,DEVICE006,16,28,0,0,0
22288.64,TRANSFER,Delhi,DEVICE007,10,1,0,0,1
17026.71,WITHDRAWAL,Ahmedabad,DEVICE008,7,24,0,0,0
37800.18,PAYMENT,Mumbai,DEVICE002,6,25,0,0,0
3796.05,PAYMENT,Hyderabad,DEVICE006,16,19,0,1,0
249.82,PAYMENT,Dhule,DEVICE006,9,26,0,0,0
38781.86,DEPOSIT,Kolkata,DEVICE007,4,10,0,0,0
10223.59,DEPOSIT,Hyderabad,DEVICE004,16,6,0,1,1
45833.34,PAYMENT,Pune,DEVICE001,2,16,0,0,1
39783.52,WITHDRAWAL,Mumbai,DEVICE003,3,20,0,0,0
35150.49,PAYMENT,Ahmedabad,DEVICE003,11,28,0,1,0
26186.62,PAYMENT,Mumbai,DEVICE001,11,28,1,0,0
4219.87,PAYMENT,Dhule,DEVICE004,14,17,1,0,0
1356.39,PAYMENT,Bangalore,DEVICE004,3,14,1,0,0
49392.49,WITHDRAWAL,Dhule,DEVICE002,1,19,0,1,1
48545.03,WITHDRAWAL,Pune,DEVICE003,19,22,0,0,0
23842.29,WITHDRAWAL,Pune,DEVICE007,3,6,0,0,0
17451.15,DEPOSIT,Nashik,DEVICE006,6,3,0,1,0
11486.32,TRANSFER,Pune,DEVICE004,9,21,1,0,0
25513.83,DEPOSIT,Kolkata,DEVICE001,4,0,0,0,0
44511.9,PAYMENT,Ahmedabad,DEVICE006,7,7,0,0,1
8579.32,TRANSFER,Bangalore,DEVICE006,22,30,1,0,0
12113.69,WITHDRAWAL,Hyderabad,DEVICE003,1,2,0,0,1
23289.64,DEPOSIT,Nashik,DEVICE005,16,2,0,0,0
43593.2,PAYMENT,Mumbai,DEVICE002,16,21,0,0,1
11249.8,WITHDRAWAL,Delhi,DEVICE006,11,9,0,0,0
21309.6,TRANSFER,Kolkata,DEVICE003,23,24,0,0,0
22706.83,TRANSFER,Delhi,DEVICE005,3,1,0,0,1
25028.52,PAYMENT,Pune,DEVICE002,2,13,0,0,0
43186.48,DEPOSIT,Mumbai,DEVICE006,1,11,0,0,1
3622.51,PAYMENT,Ahmedabad,DEVICE001,2,29,0,1,1
4525.24,WITHDRAWAL,Pune,DEVICE004,20,27,0,1,1
18678.4,DEPOSIT,Pune,DEVICE006,0,24,0,0,0
18765.34,PAYMENT,Hyderabad,DEVICE006,21,23,0,0,0
31663.8,TRANSFER,Hyderabad,DEVICE006,0,19,1,0,0
16124.2,TRANSFER,Pune,DEVICE004,9,9,0,1,0
17972.15,PAYMENT,Kolkata,DEVICE004,14,17,0,0,0
17323.6,WITHDRAWAL,Nashik,DEVICE005,11,15,0,0,0
7234.65,PAYMENT,Kolkata,DEVICE003,4,12,0,1,1
11977.2,DEPOSIT,Bangalore,DEVICE003,12,30,0,0,0
31531.58,WITHDRAWAL,Kolkata,DEVICE001,3,22,0,1,1
43982.03,DEPOSIT,Nashik,DEVICE005,12,17,1,0,1
14555.67,WITHDRAWAL,Ahmedabad,DEVICE007,5,19,0,0,0
28219.15,DEPOSIT,Chennai,DEVICE005,8,18,0,1,0
21232.02,PAYMENT,Bangalore,DEVICE005,18,27,0,0,0
24215.58,TRANSFER,Delhi,DEVICE002,17,23,0,0,0
13180.81,PAYMENT,Pune,DEVICE003,9,17,0,0,0
47761.23,DEPOSIT,Chennai,DEVICE005,22,21,1,0,0
41380.16,DEPOSIT,Dhule,DEVICE003,1,11,0,0,0
4516.92,PAYMENT,Dhule,DEVICE005,4,19,0,0,1
45103.94,TRANSFER,Chennai,DEVICE005,22,7,0,0,1
41721.89,TRANSFER,Pune,DEVICE007,19,17,0,0,0
8567.61,TRANSFER,Delhi,DEVICE004,8,27,1,0,0
15889.85,WITHDRAWAL,Nashik,DEVICE001,1,19,1,1,1
35073.27,TRANSFER,Chennai,DEVICE006,22,20,0,0,0
22819.64,TRANSFER,Dhule,DEVICE003,21,26,0,0,0
3928.33,WITHDRAWAL,Bangalore,DEVICE004,22,11,0,0,0
46883.94,DEPOSIT,Nashik,DEVICE005,21,15,1,0,0
32348.01,TRANSFER,Hyderabad,DEVICE004,16,8,1,0,1
8934.67,DEPOSIT,Nashik,DEVICE002,21,1,0,1,0
16070.09,WITHDRAWAL,Delhi,DEVICE004,10,13,0,0,0
32038.28,TRANSFER,Hyderabad,DEVICE001,5,7,0,0,0
6581.03,DEPOSIT,Hyderabad,DEVICE005,23,1,0,0,1
48355.13,PAYMENT,Delhi,DEVICE004,2,1,1,1,1
35258.71,TRANSFER,Ahmedabad,DEVICE006,8,23,1,0,0
25445.98,PAYMENT,Ahmedabad,DEVICE003,16,10,0,0,0
36930.98,TRANSFER,Kolkata,DEVICE002,18,4,0,0,0
1186.87,WITHDRAWAL,Ahmedabad,DEVICE007,6,13,0,1,0
12805.1,TRANSFER,Bangalore,DEVICE007,6,22,1,0,0
20073.65,DEPOSIT,Chennai,DEVICE005,9,25,0,0,0
5430.7,WITHDRAWAL,Chennai,DEVICE006,12,28,0,0,0
6748.27,PAYMENT,Kolkata,DEVICE003,23,19,0,0,0
33770.61,TRANSFER,Mumbai,DEVICE007,21,15,1,1,1
49412.17,PAYMENT,Nashik,DEVICE006,9,24,0,0,0
45131.9,WITHDRAWAL,Hyderabad,DEVICE003,11,30,0,0,1
17636.92,PAYMENT,Mumbai,DEVICE004,5,19,0,1,1
6138.96,TRANSFER,Delhi,DEVICE002,11,0,1,0,1
31153.05,DEPOSIT,Pune,DEVICE006,15,2,0,0,1
42077.31,PAYMENT,Ahmedabad,DEVICE001,14,28,1,0,1
14115.71,WITHDRAWAL,Ahmedabad,DEVICE003,0,25,1,0,0
3628.44,PAYMENT,Mumbai,DEVICE001,16,9,1,0,0
35817.12,WITHDRAWAL,Kolkata,DEVICE007,10,9,1,0,0
17793.82,TRANSFER,Nashik,DEVICE007,14,2,0,1,0
1217.55,TRANSFER,Kolkata,DEVICE002,23,3,0,0,0
44560.34,TRANSFER,Kolkata,DEVICE001,16,10,0,1,1
10927.87,TRANSFER,Hyderabad,DEVICE005,3,2,0,0,0
14715.55,PAYMENT,Chennai,DEVICE003,7,26,1,0,0
4649.96,TRANSFER,Pune,DEVICE007,13,21,0,0,0
48692.58,TRANSFER,Kolkata,DEVICE006,4,25,0,0,0
39996.93,PAYMENT,Pune,DEVICE004,10,23,0,1,1
24203.18,PAYMENT,Hyderabad,DEVICE008,18,29,0,1,0
21759.99,DEPOSIT,Bangalore,DEVICE004,20,14,0,0,0
31779.6,PAYMENT,Pune,DEVICE002,9,27,0,0,0
44897.53,TRANSFER,Delhi,DEVICE007,23,28,0,0,1
7555.22,WITHDRAWAL,Mumbai,DEVICE005,15,9,0,0,0
6531.75,TRANSFER,Bangalore,DEVICE006,20,3,0,0,0
42327.58,PAYMENT,Bangalore,DEVICE003,1,27,0,0,0
45630.37,PAYMENT,Hyderabad,DEVICE005,7,22,0,0,0
6058.5,WITHDRAWAL,Ahmedabad,DEVICE003,20,14,1,0,0
31715.53,WITHDRAWAL,Pune,DEVICE005,21,13,1,0,0
45235.83,TRANSFER,Chennai,DEVICE001,17,21,0,0,0
18479.4,PAYMENT,Nashik,DEVICE003,1,30,1,0,0
26142.93,DEPOSIT,Delhi,DEVICE002,8,6,1,0,0
13778.15,TRANSFER,Dhule,DEVICE001,6,8,0,0,0
5769.75,WITHDRAWAL,Pune,DEVICE006,5,13,0,1,0
42987.7,TRANSFER,Dhule,DEVICE001,5,13,0,0,0
24804.45,PAYMENT,Dhule,DEVICE003,19,29,1,0,1
13988.72,WITHDRAWAL,Kolkata,DEVICE004,12,9,0,1,0
43962.59,TRANSFER,Bangalore,DEVICE006,21,10,0,0,1
12747.85,DEPOSIT,Kolkata,DEVICE008,11,4,0,0,0
27224.34,DEPOSIT,Pune,DEVICE008,0,2,1,0,0
44795.32,TRANSFER,Chennai,DEVICE004,10,21,0,0,0
22283.56,WITHDRAWAL,Chennai,DEVICE002,21,12,1,0,1
43730.98,PAYMENT,Chennai,DEVICE002,17,28,0,0,1
32173.27,DEPOSIT,Chennai,DEVICE006,1,13,0,1,0
23062.17,DEPOSIT,Hyderabad,DEVICE003,15,1,0,0,0
30670.14,PAYMENT,Chennai,DEVICE001,14,13,0,0,0
41846.62,PAYMENT,Bangalore,DEVICE002,9,14,0,0,1
12071.52,PAYMENT,Delhi,DEVICE004,1,27,1,0,1
1809.03,PAYMENT,Ahmedabad,DEVICE005,8,23,0,0,0
23656.18,TRANSFER,Ahmedabad,DEVICE004,12,1,1,0,0
47946.9,PAYMENT,Hyderabad,DEVICE006,19,22,0,1,1
20757.65,TRANSFER,Chennai,DEVICE004,16,2,0,0,1
6373.04,WITHDRAWAL,Hyderabad,DEVICE001,22,12,0,0,0
29644.95,TRANSFER,Nashik,DEVICE007,13,10,0,0,0
19114.74,TRANSFER,Pune,DEVICE007,16,26,1,1,1
4952.52,DEPOSIT,Hyderabad,DEVICE004,23,13,0,0,0
8997.32,DEPOSIT,Hyderabad,DEVICE008,16,28,1,0,0
48132.96,TRANSFER,Pune,DEVICE002,1,8,1,0,1
39567.36,PAYMENT,Ahmedabad,DEVICE003,7,7,0,0,0
2414.56,WITHDRAWAL,Kolkata,DEVICE007,3,29,1,1,1
38252.7,DEPOSIT,Bangalore,DEVICE005,21,6,0,0,0
42123.35,TRANSFER,Mumbai,DEVICE004,17,15,0,0,0
891.5,WITHDRAWAL,Kolkata,DEVICE005,16,7,0,0,0
32591.0,WITHDRAWAL,Pune,DEVICE003,19,1,0,0,0
24874.57,WITHDRAWAL,Kolkata,DEVICE003,20,17,1,0,0
49196.79,PAYMENT,Bangalore,DEVICE003,9,14,0,0,0
45861.67,TRANSFER,Delhi,DEVICE004,13,2,0,0,1
41731.01,PAYMENT,Nashik,DEVICE004,15,18,0,0,0
16697.65,TRANSFER,Pune,DEVICE005,23,1,0,0,0
20509.9,WITHDRAWAL,Mumbai,DEVICE007,20,19,0,1,0
13340.15,DEPOSIT,Nashik,DEVICE007,6,12,0,0,0
19675.55,TRANSFER,Dhule,DEVICE005,6,27,1,1,1
4151.53,TRANSFER,Bangalore,DEVICE003,20,4,0,0,0
30823.44,TRANSFER,Nashik,DEVICE003,13,22,0,0,0
31389.27,WITHDRAWAL,Delhi,DEVICE005,20,13,0,0,0
2088.9,TRANSFER,Nashik,DEVICE001,18,24,0,1,0
22133.96,PAYMENT,Hyderabad,DEVICE008,15,14,1,0,0
19943.89,DEPOSIT,Delhi,DEVICE002,7,3,0,0,1
13402.64,PAYMENT,Pune,DEVICE005,22,27,1,0,1
32551.64,DEPOSIT,Dhule,DEVICE008,7,12,0,0,0
5785.94,PAYMENT,Kolkata,DEVICE004,20,22,0,0,0
35532.55,WITHDRAWAL,Dhule,DEVICE001,10,24,0,1,0
30296.84,TRANSFER,Bangalore,DEVICE008,5,5,0,0,0
4466.33,TRANSFER,Pune,DEVICE004,17,4,1,0,1
19791.9,WITHDRAWAL,Ahmedabad,DEVICE004,11,14,0,1,0
47805.53,PAYMENT,Chennai,DEVICE001,5,24,0,1,1
29919.75,TRANSFER,Nashik,DEVICE005,4,13,0,0,0
21082.49,DEPOSIT,Dhule,DEVICE001,14,17,0,0,0
25759.73,TRANSFER,Bangalore,DEVICE001,1,30,1,0,0
18902.63,WITHDRAWAL,Kolkata,DEVICE004,6,11,1,1,1
4343.21,DEPOSIT,Dhule,DEVICE008,6,17,0,0,0
3338.77,PAYMENT,Dhule,DEVICE001,3,11,0,1,0
7483.06,TRANSFER,Bangalore,DEVICE004,3,16,0,0,0
22728.27,DEPOSIT,Kolkata,DEVICE004,15,12,0,0,0
7411.1,DEPOSIT,Mumbai,DEVICE004,20,27,0,0,0
23850.84,TRANSFER,Ahmedabad,DEVICE008,17,27,0,0,0
22089.34,DEPOSIT,Delhi,DEVICE001,7,17,0,1,1
19567.43,PAYMENT,Hyderabad,DEVICE001,17,18,0,1,0
41254.76,DEPOSIT,Ahmedabad,DEVICE006,8,22,0,0,0
32003.22,PAYMENT,Mumbai,DEVICE006,4,29,0,1,1
39464.77,PAYMENT,Dhule,DEVICE004,4,12,0,1,1
24425.69,PAYMENT,Bangalore,DEVICE002,20,2,1,1,1
2060.73,TRANSFER,Mumbai,DEVICE008,12,22,0,0,0
38814.54,PAYMENT,Bangalore,DEVICE007,12,2,1,0,0
17600.92,TRANSFER,Mumbai,DEVICE001,18,0,0,0,0
22302.3,PAYMENT,Bangalore,DEVICE007,7,10,0,1,0
2680.01,WITHDRAWAL,Dhule,DEVICE002,14,26,0,0,0
49297.87,WITHDRAWAL,Kolkata,DEVICE002,19,13,0,0,0
49795.38,PAYMENT,Ahmedabad,DEVICE005,6,15,1,0,0
35081.4,DEPOSIT,Bangalore,DEVICE005,11,13,0,0,0
27491.18,DEPOSIT,Dhule,DEVICE001,20,0,0,0,0
12363.25,DEPOSIT,Dhule,DEVICE006,2,17,1,0,0
35451.62,DEPOSIT,Kolkata,DEVICE008,6,14,1,1,0
35071.32,TRANSFER,Delhi,DEVICE002,23,28,0,0,0
9948.83,TRANSFER,Mumbai,DEVICE002,18,29,0,0,0
18299.13,DEPOSIT,Ahmedabad,DEVICE004,0,30,1,1,1
44942.74,TRANSFER,Bangalore,DEVICE007,9,12,0,1,1
40781.99,WITHDRAWAL,Mumbai,DEVICE003,7,5,0,0,0
27568.47,WITHDRAWAL,Chennai,DEVICE004,4,11,0,0,0
45158.51,TRANSFER,Pune,DEVICE001,5,9,0,1,1
9246.21,DEPOSIT,Bangalore,DEVICE004,23,29,1,1,1
19959.59,DEPOSIT,Chennai,DEVICE002,16,20,0,1,1
